 TITLE,LastName,FirstName, SEX,Rtg_Nat
,ALBELAR, Kritz,,2118
,ALBELDA, Albert,,1548
,ALBERBA, Meisha Ariela,F,
,ALBERCA, Aquilles,,
,ALBERCA, Danica Jhoy,F,1649
,ALBERCA, Elvin Jr.,,1682
,ALBERCA, James Gabriel,,1599
,ALBERCA, Kurt Dirreck,,
,ALBERCA, Leonard,,1871
,ALBERCA, Rhajimm,,1580
,ALBERCA, Ruby Mae,F,1655
,ALBERT, Jerrick Roose,,1678
,ALBERT, Mark Alexander,,1762
,ALBERT, Mark Jeross,,1737
,ALBERT, Michael,,1828
,ALBERTO, Angel Marjomel,F,1682
,ALBERTO, James,,1594
,ALBERTO, Jann Andrey,,
,ALBERTO, Jomari Brille R.,,1592
,ALBERTO, Kenneth,,1736
,ALBERTO, King,,1933
,ALBERTO, Rodolfo,,1834
,ALBERTO, Theodore James,,1728
,ALBERTO, Xyryll B.,F,1541
,ALBESA, Jian Miguel,,
,ALBIAR, Justin Lloyd,,1758
,ALBIENTO, Kemuel Shiptan,,1788
,ALBIHINA, Sarah,F,1483
,ALBINA, Dylan Jude,,1635
,ALBINA, Julius,,1936
,ALBINA, Lyford Khalil,,1469
,ALBINO, Aque,,1933
,ALBINO, Ben Anthony,,
,ALBINO, Gian Cowe,,1829
,ALBINO, Junrey,,1493
,ALBINO, Kristle Irene Mae,F,1731
,ALBINO, Richard,,1889
,ALBIOS, Jade D.,,1692
,ALBIOS, JR,,
,ALBIS, George,,1881
,ALBIS, Vanamali,,1488
,ALBISO, Dennis,,1888
,ALBIT, Al R.,,1400
,ALBIT, Mariecris,F,1401
,ALBITE, Apriel Vince,,1706
,ALBO, Charyl Van,F,1776
,ALBO, Roland,,1890
,ALBO, Shyra Shen,F,1758
,ALBOLOTE, Lei,F,1610
,ALBOLOTE, Rosy,F,1591
,ALBOLOTE, Royce,,1654
,ALBON, Albrix A.,,1629
,ALBON, Paul Chiu,,1775
,ALBONIDA, Jelyn,,
,ALBOR, Allen,,1703
,ALBOR, Almyr,,1723
,ALBOR, Axel Von Carlos T.,,1488
,ALBORES, Ayesha Maxince,F,1743
,ALBORES, Luke Haden,,1830
,ALBORNOZ, Aaron John,,1674
,ALBORO, Alicia,F,1599
,ALBOROTO, Sinai,,1703
,ALBORTE, Mary Rose,F,1548
,ALBORTE, Vincent,,1822
,ALBOS, Jared Marco,,
,ALBUERA, Aeonmax,,1741
,ALBUERA, Dave Ii,,1680
,ALBUERA, Manuel Jr.,,
,ALBUERA, Marvin,,
,ALBUERA, Matt,,1771
,ALBUN, Kenneth Ron,,1831
,ALBUN, Louie Isaac,,
,ALBURO, Adriel Bernice,,1576
,ALBURO, Chris Brilliant,,1591
,ALBURO, Fritz Daniel,,
,ALBURO, Jamaica Ruby,F,1744
,ALBURO, Karl Matthew,,1489
,ALBURO, Morley,,1880
,ALBURO, Rhyzen Davenz,,1654
,ALBUTRA, Savannah Ellis,F,
,ALCABER, Jaujohn,,1907
,ALCACHUPAS, Adrianne Louie,,1685
,ALCAIDE, Manuel,,1854
,ALCAIDE, Mikaela Noemi,F,1629
,ALCAIDE, Naomi,F,1795
,ALCAIDE, Prudencio Iii,,1731
,ALCAIDE, Renz Martin,,1747
NM,ALCALA, Alvin,,2213
,ALCALA, Bernardo,,1814
,ALCALA, Dashiel,,1786
,ALCALA, Emmanuel Augustine,,1717
,ALCALA, Garry,,1809
,ALCALA, John Jedric,,1638
,ALCALA, Josh,,1858
,ALCALA, Mikhail Gabriel,,1767
,ALCALA, Rolyn Eunnis,F,
,ALCALA, Ronaldo,,1694
,ALCALA, Sedric,,1536
,ALCALA, Sofia Angelique,F,1808
,ALCALDE, Nathaniel,,1881
,ALCANO, Iross,,1401
,ALCANO, Jose Angela,,
,ALCANSADO, Jimmy,,1684
,ALCANSE, Xyniel,,
,ALCANTAR, David,,1614
,ALCANTARA, Adrianne Jhoriel,,1719
,ALCANTARA, Aeve John,,1788
,ALCANTARA, Alexander John,,
,ALCANTARA, Andre Lei,,1915
,ALCANTARA, Armel Aldrich,,
,ALCANTARA, Benito,,1705
,ALCANTARA, Brendan Breiam Brylle,,
,ALCANTARA, Chrisxander David,,1685
,ALCANTARA, Daniel,,1742
,ALCANTARA, Daniella,F,1802
,ALCANTARA, David,,1743
,ALCANTARA, Dennis,,1694
,ALCANTARA, Eloisa Jade,F,1848
,ALCANTARA, Ethan Klair,,1434
,ALCANTARA, Evangeline,F,1831
,ALCANTARA, Francisco Iii,,1593
,ALCANTARA, Inban Gadyel,,
,ALCANTARA, James,,1868
,ALCANTARA, Jeffrey,,1965
,ALCANTARA, Jeperson Rufert,,1866
,ALCANTARA, Jm,,1645
,ALCANTARA, Joseph,,1684
,ALCANTARA, Junar,,1774
,ALCANTARA, Karl Noah,,1628
,ALCANTARA, Kent Ezeikel,,
,ALCANTARA, Kerk Bryan,,
,ALCANTARA, Kyle Joshua,,
,ALCANTARA, Leonardo,,1827
,ALCANTARA, Maximo Iii,,1842
,ALCANTARA, May Ann,F,1915
,ALCANTARA, Meckiah,F,1721
,ALCANTARA, Michael Solomon,,1903
,ALCANTARA, Moana Marie,F,1820
,ALCANTARA, Nathan Keith,,1549
,ALCANTARA, Noli,,1917
,ALCANTARA, Noli Joshua,,1615
,ALCANTARA, Prince Jorge,,
,ALCANTARA, Ramiel Joseph,,
,ALCANTARA, Renato Jr.,,1811
,ALCANTARA, Rey,,1819
,ALCANTARA, Rhea,F,1783
,ALCANTARA, Rica,,1685
,ALCANTARA, Rodolfo,,1951
,ALCANTARA, Roger,,
,ALCANTARA, Roland,,2096
,ALCANTARA, Romeo,,1831
,ALCANTARA, Rommel,,1656
,ALCANTARA, Rudolph,,1854
,ALCANTARA, Ryan B.,,1842
,ALCANTARA, Ryan Joshua,,1612
,ALCANTARA, Sheena,F,
,ALCANTARA, Venido,,1761
,ALCANTARA, Wilbur,,1602
,ALCANTARA, Yvo Q.,,1619
,ALCANZARE, Ashera,F,
,ALCANZARE, Emerson,,1893
,ALCARAZ, Aiyana Sabine,F,1720
,ALCARAZ, Annabelle,F,1809
,ALCARAZ, Crisselynne Jil,F,1882
,ALCARAZ, Jairus Venus,,1688
,ALCARAZ, Leonard Josef,,1638
,ALCARAZ, Rhandy,,1820
,ALCAREZ, Andrea,F,1772
,ALCAREZ, Charisse,F,1691
,ALCARTADO, Craig Gregmond,,1789
,ALCARTADO, Justine Louisse,,1881
,ALCARTADO, Marco Polo,,1800
,ALCAYDE, Berlin,,1749
,ALCAYDE, Michael James,,1732
,ALCAZAR, John,,1890
,ALCAZAR, Julia Mae,F,
,ALCAZAR, Kyle Nathan,,1673
,ALCAZAR, Leian Syme,F,1750
,ALCAZAREN, Fernando,,1919
,ALCAZAREN, Lucas Miguel,,1544
,ALCAZAREN, Ryan,,
,ALCEBAR, Arl Zeidryc,,
,ALCEBAR, Hezziel,F,
,ALCEBAR, Romnick,,1859
,ALCEBAR, Zyriel,,
,ALCEDO, Kevin,,1812
,ALCERA, Hermie Rj,,1705
,ALCESTO, John Christian,,
,ALCID, Jella,F,1743
,ALCIRA, Christian Ace A.,,1884
,ALCOBE, Jame Jone,,1758
,ALCOBE, Jey Zouran,,1801
,ALCOBER, Charity Grace,F,1701
AIM,ALCOBER, Michael Angelo,,1939
,ALCOBER, Stewart,,1500
,ALCOCEBA, Kendra Zoe,F,1526
,ALCODIA, Abraham,,1750
,ALCODIA, Cesar,,1831
,ALCODIA, Gemma,F,1849
,ALCODIA, Jerome,,1909
,ALCODIA, Paul Josef,,1821
,ALCODIA, Peter,,1418
NM,ALCODIA, Romeo,,2045
,ALCOMENDRAS, Josephus,,1654
,ALCON, Marco,,1821
,ALCON, Mauricio,,1767
,ALCONABA, Hiroshi Ivan,,1530
,ALCONCHER, Jenwinn,,1774
,ALCONERA, Anthony,,1695
,ALCONERA, Ellaine Bernadethe,F,1797
,ALCONERA, Wendel,,1943
,ALCONES, Szwede Amhir,,
,ALCONES, Terrence T.,,1543
,ALCONGCA, John Alfred,,1760
,ALCORAN, Dylan Ray,,
,ALCORDO, Kim Marie,F,
,ALCORDO, Rexer Clarence,,1534
,ALCOREZA, Gabe Andres,,
,ALCOREZA, Lyra,F,1754
,ALCORIZA, Micaela,,
,ALCOSABA, Allen Gabriel,,1501
,ALCOSEBA, Jane Kera,F,1490
,ALCOSEBA, Jemuel,,1857
,ALCOSEBA, Mark Anthony,,1661
,ALCOSEBA, Monaliza,F,1521
,ALCOSER, Rogelio,,1868
,ALCOVER, Gebriel Louie,,
,ALCOVER, Radson,,1936
,ALCOY, George,,1873
,ALCOZAR, Ken Rommel,,1767
,ALCOZAR, Kurth Kevin,,1776
,ALCUAZ, Beyonce Monique,F,1777
,ALCUELA, Alejandro Jr.,,1887
ACM,ALCUETAS, Raven Jay,,
,ALCUIZAR, Axel,,
,ALCURAN, Nathaniel John,,1795
,ALDAMAR, Andre,,1739
,ALDAMAR, Ian,,1804
,ALDANA, Emilio,,
,ALDANA, Heinz Harold,,1699
,ALDAVA, Adrian,,1699
,ALDAVE, Geonard,,1983
,ALDAY, Aljon,,1544
,ALDAY, Edbell Dwayne,,
,ALDAY, Jefferson,,
,ALDAYA, Jeah Gabrielle V.,F,1590
,ALDE, Alyannah Jillian,F,1442
,ALDE, Anthony,,1858
,ALDE, Eul Medard,,1896
,ALDEA, Elisha Shane A.,F,1625
,ALDEA, Gillwannw Marie,F,1589
,ALDEA, Jayvan,,1758
,ALDEA, Jeremy,,1461
,ALDEA, John Markwyn,,1598
,ALDEA, Ricaher,,1786
,ALDEA, Sophia Marie,F,1539
,ALDEFOLLA, Ernest Ydrich,,1485
,ALDEGUER, Francis,,1998
,ALDENESE, Ruth,F,1643
,ALDEP, Julianna Faith,F,1400
,ALDEZA, Ser Dyk,,1872
,ALDIANO, Herald John,,
,ALDORDAS, Franz Zedric,,1725
,ALDOVER, Alvin,,1941
,ALDOVINO, Alyna Beatriz,F,1735
,ALDOVINO, Angelica,F,1870
,ALDOVINO, Arvin Deneb,,1702
,ALDOVINO, Dane Viele,,1731
,ALDOVINO, Rose Irene,F,1934
,ALDOVINO, Shin Angelic Mariz,F,1783
,ALDUEZA, Jacinto,,1890
,ALEA, Bea Gabrielle,F,1709
,ALEA, Francheska Miguelle,F,
,ALECHA, Mark Nomerson,,1701
,ALEGA, Christelle Ceana,F,1401
,ALEGA, Dessie,F,1588
,ALEGA, Joshua Emmanuel,,
,ALEGA, Precious Gabrielle,F,1461
,ALEGA, Zachary P.,,1714
,ALEGADA, Alexander,,
,ALEGADA, Roger,,1918
,ALEGADO, Eric Ii V.,,1600
,ALEGADO, Erich V.,F,1558
,ALEGADO, Ethan Matthew A.,,1704
,ALEGADO, James Char,,1938
,ALEGADO, Joemart,,1401
,ALEGADO, Joezel Mo. Zachary,,1596
,ALEGADO, Rence,,
,ALEGARBES, Larry,,1748
,ALEGOYOJO, June III,,1917
,ALEGRADO, Richard,,1842
,ALEGRE, Adrian Iii,,1599
,ALEGRE, Adrian Jr.,,1599
FM,ALEGRE, Aldwin,,2371
,ALEGRE, Arnold Gabrielle,,
,ALEGRE, Bea Isabel,F,1489
,ALEGRE, Crissa Mae,F,1612
,ALEGRE, Gerry,,
,ALEGRE, Jan Kristine,F,1700
,ALEGRE, Jegger Jain,,1480
,ALEGRE, Jemmuelle Kyle,,
,ALEGRE, Jhedden Joseph,,1534
,ALEGRE, Julius Edward,,1887
,ALEGRE, Junwilhem,,1770
,ALEGRE, Keith Anixon,,1806
,ALEGRE, Louise Jannah,F,1580
,ALEGRE, Marlowe,,1896
,ALEGRE, Precious Mary,F,
,ALEGRE, Princess Ericha,F,1750
,ALEGRE, Ruben,,1929
,ALEGRE, Vince Angelo,,1401
,ALEGRIA, Evan,,1949
,ALEGRIA, Gio Renz,,1490
,ALEGRIA, Jaden Al,,1733
,ALEGRIA, Jewel Jehd A.,F,1767
,ALEGRIA, Julito,,1744
,ALEGRIA, Louie John,,2148
,ALEGRIA, Nataniel,,1665
,ALEGRO, Terrence Jaye,,1598
,ALEGRO, Tyrell Jaye,,1703
,ALEJADO, Jaco Amadeuz Mozart,,1570
,ALEJADO, Randy,,1666
,ALEJANDRE, Kate Alodia,F,1674
,ALEJANDRE, Rodrigo,,2066
,ALEJANDRIA, Anna Maria Gilliana,,1553
,ALEJANDRIA, Gauss Joachim,,1680
,ALEJANDRIA, Joaquim,,1783
,ALEJANDRINO, Angelo,,1649
,ALEJANDRINO, Clark,,2028
,ALEJANDRINO, Kristian Anthony P.,,1576
,ALEJANDRINO, Max Boris,,1614
,ALEJANDRO, Amiel Carlos,,
,ALEJANDRO, Gerome,,1795
,ALEJANDRO, Harlene,F,1863
,ALEJANDRO, Jaylance,,1484
,ALEJANDRO, Jaymarc,,
,ALEJANDRO, Jayvin,,1772
,ALEJANDRO, Joel Amos,,
,ALEJANDRO, Kristine Kay,F,1778
,ALEJANDRO, Kyle Vincent,,1821
,ALEJANDRO, Max Cedric,,1774
,ALEJANDRO, Ralph Marvin,,1852
,ALEJANDRO, Romeo,,1765
,ALEJANO, Jeric,,1700
,ALEJANO, Joselito,,2012
,ALEJO, Edwin,,1938
,ALEJO, Jopherson,,1792
,ALEJO, Matteo,,1640
,ALEJO, Myel,,1627
,ALEJO, Saeson Myel,,1667
,ALEJO, Sean Mharc Melson,,1784
,ALEJO, Steffe Giorcel,,1557
,ALEJO, Wendy Lea,F,1810
,ALEJO, Zarrah Ashley,F,1610
,ALEJOG, Maurry,,1648
,ALEMANIA, Kyle Andrew,,
,ALEMANIA, Maynard,,
,ALEMANIA, Zendric Grae E.,,1782
,ALENEZI, Abdullah,,1807
,ALENO, Sam Cedric,,1496
,ALENO, Samantha Claire,F,
,ALENTON, Rod Christian,,1869
,ALENTON, Rod Gabriel,,1864
,ALENTON, Rod Jose,,1780
,ALENTON, Rod Raphael,,1798
,ALENTON, Triz John,,
,ALEONAR, Chris Gabrelle,F,1580
,ALER, Annabelle,F,1919
AGM,ALERIA, Ghian Michael,,1859
,ALERIA, Gualberto Sr.,,1670
,ALERIA, Jose Glenn,,1894
,ALERNA, Ryenjie,,1472
,ALERTA, Aladar,,1886
,ALERTA, Patrick,,1840
,ALERTA, Ryenjie,,1709
,ALESNA, Edgar,,1998
,ALESNA, Edwel,,2024
,ALESNA, Jonahly,F,1851
,ALESNA, Raven,,1689
,ALETA, Mark Lemer,,
,ALETI, Akhil,,1531
,ALEX, Roderick,,
,ALEXANDRO, Miguel Juan,,
,ALEXIS, Pamela Grace,F,1776
,ALFABETO, Gabriel,,1542
,ALFAFARA, Erick James,,1662
,ALFAFARA, Jerik,,1859
,ALFAFARA, Joal,,1907
,ALFAJARDO, Paul Edrian,,
,ALFANTA, Arnel,,1840
,ALFANTA, Christine Anne,F,1490
,ALFANTA, Fritz Xander,,1565
,ALFANTA, Jaimee Alexa,F,1460
,ALFANTA, Joreme Aquisha Claude,F,1690
,ALFANTA, Joshua Andrei,,1834
,ALFAR, Jhocill,F,
,ALFAR, Marc Neil,,1864
,ALFARO, Adrian,,
,ALFARO, Danica,F,1822
,ALFARO, Enrico,,
,ALFARO, Kate,F,1861
,ALFARO, Lois,F,1820
,ALFARO, Matthew,,
AFM,ALFARO, Miguel,,1751
,ALFARO, Raul,,1903
,ALFARO, Reign Angelo,,1762
,ALFARO, Roydan,,1911
,ALFARO, Vic,,1866
,ALFARO, Zayn,,1658
,ALFECHIE, Joy Grace,F,1763
,ALFEREZ, Alex,,1741
,ALFEREZ, Alfredo,,1857
,ALFEREZ, Aljun,,1918
,ALFEREZ, Angelo,,1642
,ALFEREZ, Johannes,,1857
,ALFEREZ, Vince Jelvin,,1701
,ALFEREZ, Zerlane Kate,F,1453
,ALFEREZ, Zyrille,,1738
,ALFERO, Ronald,,1767
,ALFILER, Glenn,,1823
,ALFIN, Mark,,1882
,ALFIN, Timothy,,1692
,ALFONSO, Allison,F,1741
,ALFONSO, Almira T.,F,1620
,ALFONSO, Armie,,1842
,ALFONSO, Avhix,,1988
,ALFONSO, Chantal,,1529
,ALFONSO, Czarine Angel,F,1741
,ALFONSO, George Vance,,1854
,ALFONSO, Jaica Angela,F,1792
,ALFONSO, Jeremiah,,1962
,ALFONSO, Justine Claire,F,1847
,ALFONSO, Kenjhie,,1809
,ALFONSO, Kristian Dave,,
,ALFONSO, Mario,,1929
,ALFONSO, Michael John,,1935
,ALFONSO, Mikael Tabunar,,
,ALFONSO, Noel,,1881
,ALFONSO, Olin Marc,,1656
,ALFONSO, Shane Allyson,F,1805
,ALFONSO, Yellow Rain,F,
,ALFONZO, Julius,,1909
,ALFORNON, Chris Gabriel,,1654
,ALFORNON, Christian Alfie,,1840
,ALFORNON, Christian Dave,,1761
,ALFORNON, Jeyv Chris Evy,,1615
,ALFORNON, Keean,,1676
,ALFORNON, Mark Vincent,,1840
,ALFORNON, Nicole,F,
,ALFORO, Haslian Gaile,F,1477
,ALFORQUE, Gabriel,,1619
,ALFORQUE, Joji,,1890
,ALFORQUE, Joshua Lyle Victor,,1665
,ALFORQUE, Narciso,,1828
,ALFORQUE, Oriel Callistus,,1535
,ALFORTE, Keian Lester,,1703
,ALFUERTO, Teysian,,1750
,ALGABA, Pedro Rogelio,,1879
,ALGALIAR, David,,1597
,ALGALLAR, David,,1653
,ALGAR, Josh Henly,,1717
,ALGARME, Clark Justin,,1603
CM,ALGHAMDI, Ahmed M.,,2066
,ALGONES, Yeshagail Javier,F,1627
,ALGONES, Yeshalom J.,,1590
,ALGONES, Zach Daniel,,1616
,ALGUDON, Keno Daniel,,1689
,ALHAMBRA, Jenny,F,1788
,ALHAMBRA, Paris Vaughn,,1615
,AL-HEJAZI, Ahmad,,1926
,ALHONA AMOR, Caraan,,
,ALI, Alfahad,,1904
,ALI, Alzon,,1613
,ALI, Amara,F,
,ALI, Bin-Ali,,1961
,ALI, Ferdaus,,1879
,ALI, Jaheer Danish,,1722
,ALI, Jamar,,1903
,ALI, Moctar,,2091
,ALI, Mohaimen,,1921
,ALI, Muhajer Irfan,,1708
,ALI, Waff Almishory,,1477
,ALIAC, Tony Zachary,,1812
,ALIAN, Sharif,,1704
,ALIANGAN, Eromjan,,1468
,ALIANGAN, Peter John,,1911
,ALIANZA, Harold,,1907
,ALIANZA, Nick Edmond,,1582
,ALIANZA, Vermond James,,1560
,ALIC, Ahmed,,1923
,ALICAN, Alyasa,,
,ALICAN, Kenneth Cris,,1833
,ALICAN, Lourance Jey,,1744
,ALICANDO, Pifer Cristiana,,1641
,ALICANTE, Dirk Shaun,,1714
,ALICANTE, Julia Lumbre,F,1864
,ALICANTE, Matt Igor,,1670
,ALICANTE, Nick Jairus,,1450
,ALICAWAY, Bill David,,1610
,ALICAWAY, Marco Sebastian,,1673
,ALICAYA, Glen,,1769
,ALICAYA, Jesu Miguel,,1639
,ALICAYOS, Jenifer,F,1872
,ALICPALA, Romeo,,1803
NM,ALIDANI, Leonardo,,2016
,ALIEJANDREI, Thia Kate,F,1525
,ALIG, Bobby,,1830
,ALIGAM, Ma. Fe,F,1816
,ALIGANGA, Cris,,1891
,ALIGANGA, Kent Bryan,,1851
,ALIGANGA, Robyn Simone,F,1750
,ALIGAYEN, Shepper Lee,,
,ALIGNAY, Allan Jay,,1738
,ALIGO, Angelo N.,,
,ALIGORA, Rosemarie,F,1824
,ALIH, Anothai,,1715
,ALILAM, Jolan,,1874
,ALILIO, Alexus Julius,,1840
,ALIM, Alex,,2054
,ALIM, Fleur Viniece,F,
,ALIMAGNO, Aizel,F,
,ALIMANGOHAN,,,1871
,ALIMARIO, Maxie Julian,,
,ALIMASAC, Johnn Paul A.,,1571
,ALIMBO, Gabriel John,,1607
,ALIMBUYAO, Andie Zabdiel,,1758
,ALIMBUYAO, Francis,,
,ALIMBUYAO, Zy Arabelle T.,F,1419
,ALIMEN, Paolo,,1770
,ALIMENTO, Macqueen,,1659
,ALIMOON, Vilfred Gian,,1461
,ALIMO-OT, James Daniel,,1484
,ALIMPIPINIG, Savir Neo,,1614
,ALIMPOLOS, Jhunrey,,1864
,ALINA, Shaun,,1761
,ALINABO, Emmanuel,,1641
,ALINAS, Jarc Ryle,,1755
,ALINDADA, Ken Rj,,1888
,ALINDAO, Ray,,
,ALINDAY, Gabriel Floyd,,1557
,ALINDOG, Chris Jhade,,1639
,ALINDOG, James Bernard,,1825
,ALINDOGAN, Aubrey Amor,F,1606
,ALINDOGAN, Janna,F,1687
,ALINDOGAN, Jonathan,,1854
,ALING, Caesar,,1616
,ALINGALAN, Raymond Erick,,1762
AFM,ALINGOG, Gian,,1749
,ALINGON, Henie Rose,F,1479
,ALINIO, Dann Alexander Q,,
,ALINO, Ranz,,1485
,ALINSANGAN, Bea Laureen,F,1473
,ALINSANGAN, Neil,,1759
,ALINSONORIN, Iago,,1620
,ALINSUB, Mikko Bryant,,1768
,ALINSUD, Rammei,F,1418
,ALINSUG, Jewel Marie,F,1864
,ALIOLA, Urzina Nayah,F,1715
,ALIPANTE, Mary Christine,F,1741
,ALIPAYO, Jerson,,1820
,ALIPIN, Juderiel,,
,ALIPIO, Azyrus,,1513
,ALIPIO, Kurtnie Sam,F,
,ALIPIO, Lourenz Zosimo,,1521
,ALIPIO, Raphael John,,1761
,ALIPIO, Reicy Jane,F,1842
,ALIPIS, Camryn Ashley,F,1580
,ALIPIS, Daniel,,1643
,ALIPOLO, Anwar Sadat,,1926
,ALIPONSO, Ronil,,1683
,ALIPOON, Kentry Ryan,,1796
,ALIPO-ON, Freya,,1845
,ALIPO-ON, Kim Lester,,1992
,ALIS, Arnold,,1863
,ALIS, Monaliza,F,1852
,ALIS, Rowie,,
NM,ALISANGCO, Nicomedes,,2121
,ALISANGCO, Nikonov Samuel,,1619
,ALISANGCO, Nove,F,
,ALISANGCO, Novenik William,,1838
,ALISCAD, Roberto,,1931
,ALISEN, Neil Ziejhon,,1559
,ALISNA, Ashton,,1656
,ALISNA, Rc Jhon,,1729
,ALISON, Ralph Fedel,,1490
,ALISON, Rey Frince Kate,,1520
,ALISON, Roger,,1815
,ALISON, Roshen Ever,F,1473
,ALISON, Sophia Freeda E.,F,1686
,ALISON, Zenia Vebera,F,1509
,ALIT, Clark David,,
,ALITAO, Rest John,,1747
,ALIVARVAR, Arnel,,1518
,ALIVEN, Salvador Jr.,,1929
,ALIVIADO, Dale,,1520
,ALIVIO, Alston Clark,,1520
,ALIVIO, Jhairuz,,1537
,ALIVIO, Junniec,,1689
,ALIVIO, Mark Andrew,,1697
,ALIVIO, Rhane Gabrielle,F,1721
,ALIWALAS, Marco,,1603
,ALIWANAG, Sebastian,,1429
,ALIWATE, Cean Dwayne,,1535
,ALIWATE, Washer James,,1683
,ALIX, Timothy,,
,ALJAS, Joseph,,1538
,ALJAS, Joylyn,F,1579
,ALJAWAR, Soliman Hussen,,1739
,ALKI, Romel,,1799
,ALLA, Oswald Matthew,,1670
,ALLADA, Baltazar,,1940
,ALLADA, Jeshua Kyle,,1786
,ALLADO, Adrian Joseph,,1868
,ALLADO, Albert Emmanuel,,2005
,ALLADO, Audrey Grace,F,1921
,ALLADOR, Michael John,,1981
,ALLAGA, Rene,,1734
,ALLAM, Erika Jilian,F,1800
,ALLAM, Mark Daniel,,
,ALLAM, Raymond,,1750
,ALLAM, Shaina Mae,F,1557
,ALLAN, Ricci,,
,ALLANI, Zahir,,1956
,ALLANIC, Haidee,F,1706
,ALLANIGUE, Jason Carl,,1661
,ALLANIGUE, Paul Angelo,,
,ALLANIGUE, Roberto H.,,1919
,ALLANZA, Vermond,,1580
,ALLARCIO, Thed Angel Marie,,1597
,ALLAWAN, Joshua Jan,,1670
,ALLAYBAN, Nathaniel,,
,ALLAYBAN, Prince,,
,ALLEGO, Clyde Ian,,1769
,ALLEGO, John Arthur,,1645
,ALLEGO, Vince Andrew,,1615
,ALLEN, Cary,,1461
,ALLENA, Cj Karl,,1704
,ALLEQUIR, Russel Jade,,
,ALLER, Kirk Patrick,,1627
,ALLER, Kyclifff Ceb,,1562
,ALLER, Marvin,,1445
,ALLER, Wyanet Mary Li,F,1461
,ALLER, Wycliff Zed,,
,ALLER, Wycllidd,,1438
,ALLESA, Johnrey,,1756
,ALLEVA, Joseph Anthony,,1728
,ALLEVA, Lucky One,,1662
,ALLIB, Amdad,,1864
,ALLIBANG, Jeffrey,,1825
,ALLIDA, Lorie,,1884
,ALLOCOD, Shielo Mart C.,,1686
,ALLONES, Franz Chester,,1807
,ALLOSA, Jared Ben,,1886
,ALLOSADA, Bob Denzel,,1816
,ALLOSADA, Ghislaine Shane,F,1607
,ALLOSADA, Gian Syzmon,,1835
,ALLOSADA, Xavrynah Leigh,F,1641
,ALLOSO, Jonarose,F,1636
,ALLOZADA, Gian,,1741
,ALMACIN, Basiliso,,1683
,ALMACIN, Joshua,,1648
,ALMADEN, Aeon Tyronne Zeta,,
,ALMADEN, Almaden,,
,ALMADEN, Leovigildo Jr.,,1944
,ALMADIN, Jan Yuniko,,1814
,ALMAIZ, Harold Harmeal Zvi,,1518
,ALMAIZ, Keith Leonard,,
,ALMAIZ, Maurice Felix,,1612
,ALMANO, Princess Ashley C.,F,1667
,ALMANON, Eillene Myles,F,1697
,ALMANSOR, Kyvn James P.,,1438
,ALMAQUER, Joshua Jayve,,1572
,ALMAQUER, Junnel,,1766
,ALMAREZ, Diana Khen Verlyn,F,1604
,ALMAREZ, Mary Rose,F,1816
,ALMAREZ, Theodore P.,,1849
,ALMARIO, Alexander,,1894
,ALMARIO, Deneb Jude,,1605
,ALMARIO, John Benedict A.,,1941
,ALMARIO, Melvin Jr. R.,,1705
,ALMARIO, Nagel,,1857
,ALMARIO, Ralp Renzo,,1688
,ALMARIO, Randy,,1904
,ALMARIO, Sophia Jane,F,1605
,ALMARZA, Justin Paulo,,1770
,ALMAZAN, Chloe Joyce,F,1614
,ALMAZAN, Hans Charley V.,,1729
AFM,ALMAZAN, James Fane,,
,ALMAZAN, Jimmy,,1877
,ALMAZAN, John Andrae,,1834
,ALMAZAN, Mateo Rence,,1426
,ALMAZAN, Matthew,,1702
,ALMAZAN, Natalie,F,
,ALMAZAN, Paul Edward,,1909
,ALMAZAN, Rosemarie,,
,ALMAZOL, Mark,,1941
,ALMEDA, Carlos,,1853
,ALMEDA, Gemon,,
,ALMEDA, Lance Theo,,1614
,ALMEDA, Sandi,,1730
,ALMEDA, Verulo,,1680
,ALMEDEVA, Patricio,,1935
,ALMEDORA, Cloville,,1755
,ALMEDORA, Llycris,,1837
,ALMEJAS, Arvin,,1845
,ALMEN, Sophia,F,1478
,ALMENARIO, Jessur Andrei,,1648
,ALMENDRAL, Cassandra Gail,,
,ALMENDRAS, Alfonzo,,1516
,ALMENDRAS, Ralph,,1769
,ALMEREZ, Jhared,,1871
,ALMERINO, Chesler James,,1695
,ALMERO, Gian Gilen,,
,ALMERO, Julianna Rose Therese,F,1859
,ALMERO, Marco,,
,ALMEROL, Arken,,
,ALMEROL, Harry King Rodriguez,,1401
,ALMEROL, Oliver Estrada,,1803
,ALMINE, Franz Daniel,,
,ALMINE, Leame,,1557
,ALMINE, Mark Jacob A.,,1557
,ALMINE, Rou Art,,1741
,ALMIROL, Bernabe,,1932
NM,ALMIROL, David Jr.,,1932
,ALMIROL, Jezze Abriele,F,1628
,ALMIROL, Kris,,1710
,ALMODAL, Antonio,,1910
,ALMODAL, Antonio Iii,,2115
,ALMODAL, Ma. Katherine Grace,F,1884
,ALMODAL, Merrian Angelique,F,1938
,ALMODIEL, Antonio,,1720
,ALMODIEL, Louisse,F,1816
,ALMODIEL, Rabbi Christian Bless,,1646
,ALMODOVAR, Ranilo,,1876
,ALMOGREZ, Romar,,1816
,ALMOGUERRA, Angelo C.,,1646
,ALMOHALLAS, Rodel,,1828
